iter	Logloss
0	0.6089891058
1	0.5119782001
2	0.4414089983
3	0.3806553693
4	0.3299803692
5	0.2894161416
6	0.256731982
7	0.2246329211
8	0.1979582608
9	0.170215408
10	0.1506743557
11	0.1332125654
12	0.117692178
13	0.1031599968
14	0.08916509142
15	0.07922662795
16	0.07164408757
17	0.06470346886
18	0.05866933274
19	0.05492927769
20	0.05043659789
21	0.04574014073
22	0.04262671656
23	0.03922956257
24	0.0364917992
25	0.03411722252
26	0.03195958558
27	0.03031055611
28	0.02857972695
29	0.0266926286
30	0.02491304283
31	0.02349016807
32	0.02215821202
33	0.02103568825
34	0.01966628245
35	0.01818170528
36	0.0174962772
37	0.01654362406
38	0.01573097073
39	0.01515389396
40	0.0141131447
41	0.01345341893
42	0.01294471167
43	0.01235913426
44	0.01171804606
45	0.01122583419
46	0.01073094904
47	0.01035166468
48	0.009973612545
49	0.009650508015
50	0.009220425727
51	0.008925568433
52	0.008657723114
53	0.008211252425
54	0.007757640745
55	0.007415908915
56	0.00720969411
57	0.006825272032
58	0.006709780588
59	0.006575022229
60	0.006449539594
61	0.006267443006
62	0.006161360729
63	0.006071482664
64	0.005861662706
65	0.005738366905
66	0.005578063433
67	0.005435459373
68	0.005297809823
69	0.005098708729
70	0.00494466514
71	0.004819559746
72	0.004706591991
73	0.004588037237
74	0.004527244146
75	0.004449941318
76	0.004310145244
77	0.004202840627
78	0.004148357904
79	0.004082082446
80	0.004009154331
81	0.00395539454
82	0.003897171302
83	0.003823453493
84	0.003757692357
85	0.003684121571
86	0.003578385482
87	0.003514833541
88	0.003443772293
89	0.003367947535
90	0.003332062107
91	0.00327744132
92	0.003201023991
93	0.003166768276
94	0.003113961614
95	0.003065684049
96	0.003028102082
97	0.00298126421
98	0.002943424798
99	0.00291152999
100	0.002872037562
101	0.002836534806
102	0.002774620209
103	0.002726183555
104	0.002698188053
105	0.002630011735
106	0.002604341196
107	0.002566157157
108	0.002541848767
109	0.002514291962
110	0.002480130356
111	0.002451281878
112	0.002430169823
113	0.002381525357
114	0.002363198241
115	0.002339769949
116	0.002302530369
117	0.002273306944
118	0.002255247132
119	0.002232592403
120	0.002188162495
121	0.002167209845
122	0.002141731504
123	0.00211424312
124	0.00208617963
125	0.002058383243
126	0.002045048937
127	0.00201336211
128	0.002000108584
129	0.001972767824
130	0.001957433782
131	0.001940941138
132	0.001925665476
133	0.001905881972
134	0.001890204636
135	0.001874174797
136	0.001859627503
137	0.001843852112
138	0.001821732752
139	0.001800702468
140	0.001787606894
141	0.001759937352
142	0.001737662248
143	0.001726088818
144	0.001705066653
145	0.001694102626
146	0.001671062815
147	0.001660221673
148	0.001648685708
149	0.001628745152
150	0.001605693487
151	0.001575568527
152	0.001546895798
153	0.001524549468
154	0.001512875231
155	0.001502046313
156	0.001486992156
157	0.001479085395
158	0.001468206531
159	0.001451815521
160	0.00142915866
161	0.001414720616
162	0.001396680575
163	0.001380586066
164	0.001365286444
165	0.001350517221
166	0.001337123569
167	0.001327926761
168	0.001319835916
169	0.001311120962
170	0.001299743382
171	0.001288735429
172	0.001278477852
173	0.001269520132
174	0.001261127072
175	0.001251658795
176	0.001235647444
177	0.001224100115
178	0.001208822485
179	0.001196630474
180	0.00118779001
181	0.001176597968
182	0.001166215588
183	0.001159002171
184	0.001155502767
185	0.001142642271
186	0.001142661672
187	0.001134490719
188	0.001129901616
189	0.001129882401
190	0.001119004375
191	0.001109753729
192	0.00110645299
193	0.001101065626
194	0.001097658825
195	0.001097651549
196	0.001089278212
197	0.001089182955
198	0.001079210472
199	0.001073553959
200	0.001063634624
201	0.001056362103
202	0.00105618814
203	0.001056111279
204	0.001056012964
205	0.00105588368
206	0.001055867263
207	0.001055882001
208	0.001055831165
209	0.001055854298
210	0.001053168375
211	0.001053165505
212	0.001053180896
213	0.00105315058
214	0.001047743165
215	0.001043085502
216	0.001043083917
217	0.001043090913
218	0.001043077107
219	0.00104305612
220	0.001043062836
221	0.001043024685
222	0.001043023659
223	0.001043023659
224	0.001043020021
225	0.001043015637
226	0.001042993178
227	0.001042993365
228	0.001042993365
229	0.001042977415
230	0.001042954095
231	0.001042952603
232	0.001035141681
233	0.001035126197
234	0.001033226913
235	0.001033245568
236	0.001029320782
237	0.00102933664
238	0.001029299795
239	0.001029273117
240	0.001029263137
241	0.001028496599
242	0.001026994162
243	0.001023684782
244	0.001023687207
245	0.001023668178
246	0.001023667525
247	0.001023652041
248	0.001023640195
249	0.001023621353
250	0.001023522313
251	0.001023521753
252	0.001019132451
253	0.001019082734
254	0.001019084133
255	0.001019083947
256	0.00101675117
257	0.001014798323
258	0.001014771272
259	0.00101476978
260	0.001014616172
261	0.001012955887
262	0.001009663182
263	0.001009657399
264	0.001008698336
265	0.001008700575
266	0.001008693579
267	0.001008703466
268	0.001008690967
269	0.001008613402
270	0.001008626834
271	0.001008468635
272	0.001008474791
273	0.001008436361
274	0.001004925059
275	0.001004890173
276	0.00100488868
277	0.001004906123
278	0.001004745477
279	0.001004796687
280	0.001003489226
281	0.001003497808
282	0.001003470104
283	0.001003472809
284	0.001003492211
285	0.001003464788
286	0.00100348137
287	0.001003462155
288	0.001003317875
289	0.001003331773
290	0.001003195681
291	0.001003167231
292	0.001003167231
293	0.001003187379
294	0.001003067703
295	0.001003030858
296	0.001003024049
297	0.0009995365541
298	0.0009995224691
299	0.0009994917807
