avg_whale_tx_size_weth,block_date,deposit_tx_count,deposit_withdrawal_ratio,exchange_volume_ratio,max_whale_tx_size_weth,mega_whale_ratio,mega_whale_tx_count,mega_whale_volume_weth,net_flow_ma30,net_flow_ma7,non_exchange_ratio,non_exchange_tx_count,non_exchange_volume_weth,std_whale_tx_size_weth,total_whale_volume_weth,volume_ma30,volume_ma7,volume_std30,volume_std7,volume_vs_ma30,volume_vs_ma7,volume_zscore_30d,volume_zscore_7d,whale_exchange_deposits_weth,whale_exchange_withdrawals_weth,whale_net_exchange_flow_weth,whale_tx_count,withdrawal_tx_count,eth_price,btc_price,eth_daily_return,eth_log_return,eth_ma7,eth_ma30,eth_vs_ma7,eth_vs_ma30,eth_vol7,eth_vol30,eth_ret7d,eth_ret30d,eth_rsi,eth_ret_lag1,eth_ret_lag3,eth_ret_lag7,btc_daily_return,btc_log_return,btc_ma7,btc_ma30,btc_vs_ma7,btc_vs_ma30,btc_vol7,btc_vol30,btc_ret7d,btc_ret30d,btc_rsi,btc_ret_lag1,btc_ret_lag3,btc_ret_lag7,eth_btc_ratio,eth_btc_ratio_ma7,eth_btc_corr_30d,eth_outperformance,next_day_return,next_day_price_direction
564.081314,2022-11-16,1,1.0668,0.0001,16347.8305,0.747,444,2268282.4392,-5.01,-5.01,0.9999,3762,3036294.7255,1439.387405,3036449.7155,3036449.7155,3036449.7155,,,1.0,1.0,0.0,0.0,80.0,74.99,-5.01,3764,1,1252.7067308366848,16890.52938386464,,,1252.7067308366848,1252.7067308366848,1.0,1.0,,,,,0.0,,,,,,16890.52938386464,16890.52938386464,1.0,1.0,,,,,0.0,,,,0.07416622074814207,0.07416622074814207,,,-0.0279432055074883,0
738.84713,2022-11-17,0,0.0,0.0,18845.0421,0.8085,447,2731219.1497,-2.505,-2.505,1.0,3258,3378009.0765,2133.165542,3378009.0765,3207229.396,3207229.396,241518.9404,241518.9404,1.0532,1.0532,0.7071,0.7071,0.0,0.0,0.0,3258,0,1217.7020892163014,16689.39673273771,-0.0279432055074883,-0.0283410456808444,1235.204410026493,1235.204410026493,0.9858304255812881,0.9858304255812881,,,,,0.0,,,,-0.011908013452738175,-0.011979481775383227,16789.963058301175,16789.963058301175,0.9940103307425835,0.9940103307425835,,,,,0.0,,,,0.07296261864442782,0.07356441969628494,,-0.016035192054750125,-0.01306743857392334,0
574.572394,2022-11-18,1,999.0,0.0001,19645.7884,0.7512,263,1316471.2665,-34.6332,-34.6332,0.9999,2169,1752346.9115,1635.093591,1752445.8011,2722301.531,2722301.531,857106.0622,857106.0622,0.6437,0.6437,-1.1315,-1.1315,98.8897,0.0,-98.8897,2170,0,1201.7898419641292,16718.361228055077,-0.01306743857392334,-0.013153568705656513,1224.0662206723719,1224.0662206723719,0.9818013287745115,0.9818013287745115,0.010518755674074398,0.010518755674074398,,,0.0,-0.0279432055074883,,,0.0017355028333978506,0.0017339985885181767,16766.095781552474,16766.095781552474,0.9971529117977532,0.9971529117977532,0.009647422885155884,0.009647422885155884,,,12.720348323989995,-0.011908013452738175,,,0.07188442847779877,0.07300442262345623,,-0.01480294140732119,0.009740861247494292,1
615.628328,2022-11-19,0,0.0,0.0,16870.9224,0.7803,205,992392.3517,-25.9749,-25.9749,1.0,1464,1271888.1265,1943.503092,1271888.1265,2359698.1799,2359698.1799,1007808.8256,1007808.8256,0.539,0.539,-1.0794,-1.0794,0.0,0.0,0.0,1464,0,1213.49631006335,16707.022778986535,0.009740861247494292,0.009693724910396195,1221.4237430201163,1221.4237430201163,0.9935096783552244,0.9935096783552244,0.01898067381048158,0.01898067381048158,,,19.193245811318477,-0.01306743857392334,,,-0.0006782033785414088,-0.0006784334624877626,16751.32753091099,16751.32753091099,0.9973551498027425,0.9973551498027425,0.007281027269899767,0.007281027269899767,,,12.117977628107894,0.0017355028333978506,,,0.07263390528141495,0.0729117932879459,,0.010419064626035701,0.004447765521111924,1
571.300916,2022-11-20,0,0.0,0.0,18706.9835,0.7564,476,1932379.4407,-20.7799,-20.7799,1.0,3076,2554857.6976,1538.472819,2554857.6976,2398730.0834,2398730.0834,877141.0486,877141.0486,1.0651,1.0651,0.178,0.178,0.0,0.0,0.0,3076,0,1218.8936571112463,16712.729525794817,0.004447765521111924,0.004437903444037656,1220.9177258383422,1220.9177258383422,0.998342174346182,0.998342174346182,0.01718907140897576,0.01718907140897576,,,25.7043733034741,0.009740861247494292,-0.0279432055074883,,0.00034157772355825067,0.00034151939916879853,16743.607929887756,16743.607929887756,0.9981558094156147,0.9981558094156147,0.006265750908208479,0.006265750908208479,,,14.165166477471189,-0.0006782033785414088,-0.011908013452738175,,0.07293205189672802,0.07291584500970233,,0.004106187797553673,-0.06123627288338618,0
678.657542,2022-11-21,0,0.0,0.0,116620.0,0.7771,702,4094592.9472,-17.3166,-17.3166,1.0,5480,5269097.1581,2560.627994,5269097.1581,2877124.5959,2877124.5959,1410201.756,1410201.756,1.8314,1.8314,1.6962,1.6962,0.0,0.0,0.0,5480,0,1144.2531525085535,16304.07685562355,-0.06123627288338618,-0.06319145324999693,1208.140296950044,1208.140296950044,0.947119432566918,0.947119432566918,0.028571298111408547,0.028571298111408547,,,12.185820790237557,0.004447765521111924,-0.01306743857392334,,-0.024451581624685637,-0.024755485732148835,16670.352750843722,16670.352750843722,0.9780283056576813,0.9780283056576813,0.011167126693839676,0.011167126693839676,,,5.310205674952286,0.00034157772355825067,0.0017355028333978506,,0.07018202641223942,0.07246020857679185,,-0.03678469125870054,-0.02968306394579967,0
752.335731,2022-11-22,0,0.0,0.0,99653.58,0.8257,690,5070033.2828,-14.8428,-14.8428,1.0,5208,6140564.2338,2745.643589,6140564.2338,3343330.2584,3343330.2584,1782879.188,1782879.188,1.8367,1.8367,1.5689,1.5689,0.0,0.0,0.0,5208,0,1110.2882130124592,15814.335280855257,-0.02968306394579967,-0.030132522651803318,1194.1614278161035,1194.1614278161035,0.9297639223224345,0.9297639223224345,0.0260257897871248,0.0260257897871248,,,9.710348959650801,-0.06123627288338618,0.009740861247494292,,-0.030037982469358515,-0.03049836543627681,16548.064540845367,16548.064540845367,0.9556607204317425,0.9556607204317425,0.013721596963579491,0.013721596963579491,,,3.0036075028696985,-0.024451581624685637,-0.0006782033785414088,,0.07020770669738916,0.07213842259402004,,0.0003549185235588448,0.022415440054309066,1
1096.027123,2022-11-23,0,0.0,0.0,19372.2635,0.8775,617,4977130.33,-12.9875,-14.1271,1.0,3707,5671940.36,2650.704429,5671940.36,3634406.5211,3719828.9219,1844550.7031,1975176.778,1.5606,1.5248,1.1046,0.9883,0.0,0.0,0.0,3707,0,1135.175811894246,16171.628978315088,0.022415440054309066,0.022167906301661603,1177.3712965386123,1186.7882258258712,0.964161276252939,0.9565108476740163,0.028581806297843963,0.028581806297843963,-0.09382157535302749,,21.719093050587105,-0.02968306394579967,0.004447765521111924,,0.022593026587236276,0.022341584343851077,16445.364482909717,16501.010095529084,0.9833548532853073,0.9800387300348818,0.017790928771153527,0.017790928771153527,-0.04256233710687063,,26.8896050255494,-0.030037982469358515,0.00034157772355825067,,0.07019551421915686,0.071571178804165,,-0.00017758653292720972,0.043417015842221574,1
1496.947005,2022-11-24,0,0.0,0.0001,127056.749,0.907,678,6815789.456,32.9,43.0158,0.9999,3334,7514273.9631,5713.283385,7514673.9631,4065547.348,4310781.0486,2156388.9022,2423749.7462,1.8484,1.7432,1.5995,1.3219,0.0,400.0,400.0,3335,1,1184.4617581029652,16608.00998544357,0.043417015842221574,0.04250091954508121,1172.6226778081357,1186.529729412215,1.010096240264566,0.9982571264267655,0.03469348866275888,0.03326921697217055,-0.027297588965072173,,37.7545085055698,0.022415440054309066,-0.06123627288338618,-0.0279432055074883,0.026984356845784374,0.026626698937312843,16433.737804724842,16512.89897218625,1.0106045370073156,1.0057598010753606,0.021372045121346144,0.020193431966738302,-0.004876554173734449,,43.505733215049204,0.022593026587236276,-0.024451581624685637,-0.011908013452738175,0.07131870459742684,0.07133633394030772,,0.0164326589964372,0.01667090101902513,1
1845.258041,2022-11-25,0,0.0,0.0,41273.1554,0.9353,828,8786366.7933,29.61,57.1429,1.0,3291,9394208.6862,3503.522039,9394208.6862,4598413.4818,5402461.4607,2640607.5326,2774922.5649,2.0429,1.7389,1.8162,1.4385,0.0,0.0,0.0,3291,0,1204.2078028331202,16596.03575847268,0.01667090101902513,0.016533466879283268,1172.9681007894199,1188.2975367543054,1.0266330363312317,1.0133891265333024,0.035133744612525816,0.03206371147170644,0.00201196647247337,,42.29339181500694,0.043417015842221574,-0.02968306394579967,-0.01306743857392334,-0.0007209910748718906,-0.0007212511139349882,16416.262737641642,16521.21265081489,1.0109509103079124,1.0045289113601537,0.02134933976835834,0.01889350794136844,-0.007316833744274054,,43.243138615824066,0.026984356845784374,-0.030037982469358515,0.0017355028333978506,0.07255996675099612,0.07143283940790733,,0.01739189209389702,-0.00434494306705524,0
